start_timestamp,sequence,cat,class_product,size,class_weight,start_timestamp,seconds
2020-11-19 15:46:33,Search Shopping Social Utilities,N,2,4,1.3333333333333333,2020-11-19 15:46:33,22.0
2020-11-19 16:01:04,Spreadsheet Utilities Browsers Email ,G,3,5,2.5,2020-11-19 16:01:04,53.0
2020-11-19 16:15:34,Utilities News Social,N,2,3,1.0,2020-11-19 16:15:34,103.0
2020-11-19 16:30:05,Utilities News Social,N,2,3,1.0,2020-11-19 16:30:05,17.0
2020-11-19 16:44:35,Utilities Photos Music Social News ,N,2,6,2.0,2020-11-19 16:44:35,11.0
2020-11-19 16:59:06,Intelligence Email File Writing,G,3,4,2.0,2020-11-19 16:59:06,93.0
2020-11-19 17:13:37,Utilities Shopping News,N,2,3,1.0,2020-11-19 17:13:37,45.0
2020-11-19 17:28:07,Utilities News Social,P,1,3,0.5,2020-11-19 17:28:07,17.0
2020-11-19 17:42:38,Intelligence Email File Writing,G,3,4,2.0,2020-11-19 17:42:38,9.0
2020-11-19 17:57:08,News Shopping  Browsers Social ,P,1,6,1.0,2020-11-19 17:57:08,81.0
2020-11-19 18:11:39,Utilities News Social,N,2,3,1.0,2020-11-19 18:11:39,135.0
2020-11-19 18:26:10,Utilities Shopping News,P,1,3,0.5,2020-11-19 18:26:10,38.0
2020-11-19 18:40:40,Utilities Shopping News,P,1,3,0.5,2020-11-19 18:40:40,40.0
2020-11-19 18:55:11,Search Shopping Social Utilities,P,1,4,0.6666666666666666,2020-11-19 18:55:11,133.0
2020-11-19 19:09:41, Social News,P,1,3,0.5,2020-11-19 19:09:41,10.0
2020-11-19 19:24:12,Utilities News Social,P,1,3,0.5,2020-11-19 19:24:12,30.0
2020-11-19 19:38:43,Message NMU Portal Email Writing,G,3,5,2.5,2020-11-19 19:38:43,91.0
2020-11-19 19:53:13,News Shopping  Browsers Social ,N,2,6,2.0,2020-11-19 19:53:13,138.0
2020-11-19 20:07:44,News Shopping  Browsers Social ,P,1,6,1.0,2020-11-19 20:07:44,72.0
2020-11-19 20:22:14,Utilities News Social,P,1,3,0.5,2020-11-19 20:22:14,27.0
2020-11-19 20:36:45,News Shopping  Browsers Social ,P,1,6,1.0,2020-11-19 20:36:45,43.0
2020-11-19 20:51:16, Social News,N,2,3,1.0,2020-11-19 20:51:16,28.0
2020-11-19 21:05:46,Intelligence Email File Writing,G,3,4,2.0,2020-11-19 21:05:46,79.0
2020-11-19 21:20:17,Utilities News Social,N,2,3,1.0,2020-11-19 21:20:17,225.0
2020-11-19 21:34:47,Search Shopping Social Utilities,N,2,4,1.3333333333333333,2020-11-19 21:34:47,249.0
2020-11-19 21:49:18,Utilities Shopping News,P,1,3,0.5,2020-11-19 21:49:18,145.0
2020-11-19 22:03:49,Utilities News Social,P,1,3,0.5,2020-11-19 22:03:49,124.0
2020-11-19 22:18:19,Spreadsheet Utilities Browsers Email ,G,3,5,2.5,2020-11-19 22:18:19,183.0
2020-11-19 22:32:50,Utilities Shopping News,P,1,3,0.5,2020-11-19 22:32:50,127.0
2020-11-19 22:47:20,Utilities Photos Music Social News ,P,1,6,1.0,2020-11-19 22:47:20,22.0
2020-11-19 23:01:51,Utilities Shopping News,P,1,3,0.5,2020-11-19 23:01:51,1.0
2020-11-19 23:16:22,Intelligence Email File Writing,G,3,4,2.0,2020-11-19 23:16:22,52.0
2020-11-19 23:30:52,Calendar Email Utilities Utliities,G,3,4,2.0,2020-11-19 23:30:52,84.0
2020-11-19 23:45:23,News Shopping  Browsers Social ,P,1,6,1.0,2020-11-19 23:45:23,92.0
2020-11-19 23:59:53,Utilities News Social,P,1,3,0.5,2020-11-19 23:59:53,7.0
2020-11-20 00:14:24,Utilities News Social,P,1,3,0.5,2020-11-20 00:14:24,115.0
2020-11-20 00:28:55,Message NMU Portal Email Writing,G,3,5,2.5,2020-11-20 00:28:55,37.0
2020-11-20 00:43:25,News Shopping  Browsers Social ,N,2,6,2.0,2020-11-20 00:43:25,219.0
2020-11-20 00:57:56,Utilities Photos Music Social News ,P,1,6,1.0,2020-11-20 00:57:56,118.0
2020-11-20 01:12:26,Utilities Shopping News,P,1,3,0.5,2020-11-20 01:12:26,46.0
2020-11-20 01:26:57,Search Shopping Social Utilities,N,2,4,1.3333333333333333,2020-11-20 01:26:57,118.0
2020-11-20 01:41:28,Search Shopping Social Utilities,P,1,4,0.6666666666666666,2020-11-20 01:41:28,211.0
2020-11-20 01:55:58,Message NMU Portal Email Writing,G,3,5,2.5,2020-11-20 01:55:58,102.0
2020-11-20 02:10:29,Utilities Photos Music Social News ,N,2,6,2.0,2020-11-20 02:10:29,42.0
2020-11-20 02:24:59,Utilities News Social,P,1,3,0.5,2020-11-20 02:24:59,99.0
2020-11-20 02:39:30,News Shopping  Browsers Social ,N,2,6,2.0,2020-11-20 02:39:30,129.0
2020-11-20 02:54:01,Calendar Email Utilities Portal,G,3,4,2.0,2020-11-20 02:54:01,146.0
2020-11-20 03:08:31,Utilities Photos Music Social News ,N,2,6,2.0,2020-11-20 03:08:31,40.0
2020-11-20 03:23:02,Presentation Meeting Email Project Email Utilities,G,3,6,3.0,2020-11-20 03:23:02,110.0
2020-11-20 03:37:32,Intelligence Email File Writing,G,3,4,2.0,2020-11-20 03:37:32,154.0
2020-11-20 03:52:03,Utilities Shopping News,N,2,3,1.0,2020-11-20 03:52:03,131.0
2020-11-20 04:06:34,Utilities News Social,N,2,3,1.0,2020-11-20 04:06:34,27.0
2020-11-20 04:21:04,Presentation Meeting Email Project Email Utilities,G,3,6,3.0,2020-11-20 04:21:04,46.0
2020-11-20 04:35:35,Utilities Shopping News,N,2,3,1.0,2020-11-20 04:35:35,124.0
2020-11-20 04:50:05, Social News,N,2,3,1.0,2020-11-20 04:50:05,135.0
2020-11-20 05:04:36,Utilities News Social,N,2,3,1.0,2020-11-20 05:04:36,140.0
2020-11-20 05:19:07,Calendar Email Utilities Portal,G,3,4,2.0,2020-11-20 05:19:07,125.0
2020-11-20 05:33:37,Utilities Shopping News,N,2,3,1.0,2020-11-20 05:33:37,73.0
2020-11-20 05:48:08,News Shopping  Browsers Social ,P,1,6,1.0,2020-11-20 05:48:08,259.0
2020-11-20 06:02:38,Utilities News Social,P,1,3,0.5,2020-11-20 06:02:38,82.0
2020-11-20 06:17:09,Utilities News Social,P,1,3,0.5,2020-11-20 06:17:09,12.0
2020-11-20 06:31:40,Intelligence Email File Writing,G,3,4,2.0,2020-11-20 06:31:40,107.0
2020-11-20 06:46:10,Utilities News Social,P,1,3,0.5,2020-11-20 06:46:10,37.0
2020-11-20 07:00:41,Search Shopping Social Utilities,N,2,4,1.3333333333333333,2020-11-20 07:00:41,72.0
2020-11-20 07:15:11,Utilities Photos Music Social News ,N,2,6,2.0,2020-11-20 07:15:11,225.0
2020-11-20 07:29:42,Search Shopping Social Utilities,N,2,4,1.3333333333333333,2020-11-20 07:29:42,220.0
2020-11-20 07:44:13,Utilities News Social,P,1,3,0.5,2020-11-20 07:44:13,142.0
2020-11-20 07:58:43,Utilities News Social,N,2,3,1.0,2020-11-20 07:58:43,89.0
2020-11-20 08:13:14,News Shopping  Browsers Social ,N,2,6,2.0,2020-11-20 08:13:14,19.0
2020-11-20 08:27:44, Social News,N,2,3,1.0,2020-11-20 08:27:44,17.0
2020-11-20 08:42:15,Presentation Meeting Email Project Email Utilities,G,3,6,3.0,2020-11-20 08:42:15,11.0
2020-11-20 08:56:46,Search Shopping Social Utilities,N,2,4,1.3333333333333333,2020-11-20 08:56:46,103.0
2020-11-20 09:11:16,Utilities News Social,P,1,3,0.5,2020-11-20 09:11:16,112.0
2020-11-20 09:25:47,Presentation Meeting Email Project Email Utilities,G,3,6,3.0,2020-11-20 09:25:47,150.0
2020-11-20 09:40:17,Utilities Shopping News,N,2,3,1.0,2020-11-20 09:40:17,90.0
2020-11-20 09:54:48,Utilities News Social,P,1,3,0.5,2020-11-20 09:54:48,5.0
2020-11-20 10:09:19,Presentation Meeting Email Project Email Utilities,G,3,6,3.0,2020-11-20 10:09:19,33.0
2020-11-20 10:23:49,Intelligence Email File Writing,G,3,4,2.0,2020-11-20 10:23:49,35.0
2020-11-20 10:38:20,Message NMU Portal Email Writing,G,3,5,2.5,2020-11-20 10:38:20,239.0
2020-11-20 10:52:50,Utilities Shopping News,N,2,3,1.0,2020-11-20 10:52:50,121.0
2020-11-20 11:07:21,Intelligence Email File Writing,G,3,4,2.0,2020-11-20 11:07:21,135.0
2020-11-20 11:21:52,Intelligence Email File Writing,G,3,4,2.0,2020-11-20 11:21:52,51.0
2020-11-20 11:36:22,Utilities Shopping News,N,2,3,1.0,2020-11-20 11:36:22,174.0
2020-11-20 11:50:53,Utilities Photos Music Social News ,P,1,6,1.0,2020-11-20 11:50:53,30.0
2020-11-20 12:05:23,Intelligence Email File Writing,G,3,4,2.0,2020-11-20 12:05:23,160.0
2020-11-20 12:19:54,Utilities News Social,P,1,3,0.5,2020-11-20 12:19:54,85.0
2020-11-20 12:34:25, Social News,N,2,3,1.0,2020-11-20 12:34:25,137.0
2020-11-20 12:48:55,Calendar Email Utilities Utliities,G,3,4,2.0,2020-11-20 12:48:55,74.0
2020-11-20 13:03:26,News Shopping  Browsers Social ,P,1,6,1.0,2020-11-20 13:03:26,69.0
2020-11-20 13:17:56,Utilities News Social,N,2,3,1.0,2020-11-20 13:17:56,51.0
2020-11-20 13:32:27,Message NMU Portal Email Writing,G,3,5,2.5,2020-11-20 13:32:27,68.0
2020-11-20 13:46:58,Utilities Shopping News,N,2,3,1.0,2020-11-20 13:46:58,102.0
2020-11-20 14:01:28,Utilities News Social,N,2,3,1.0,2020-11-20 14:01:28,138.0
2020-11-20 14:15:59,Utilities News Social,N,2,3,1.0,2020-11-20 14:15:59,27.0
2020-11-20 14:30:29,Utilities News Social,N,2,3,1.0,2020-11-20 14:30:29,0.0
2020-11-20 14:45:00,News Shopping  Browsers Social ,N,2,6,2.0,2020-11-20 14:45:00,96.0
2020-11-20 14:59:31, Social News,N,2,3,1.0,2020-11-20 14:59:31,49.0
2020-11-20 15:14:01,Presentation Meeting Email Project Email Utilities,G,3,6,3.0,2020-11-20 15:14:01,101.0
2020-11-20 15:28:32, Social News,N,2,3,1.0,2020-11-20 15:28:32,9.0
2020-11-20 15:43:02, Social News,P,1,3,0.5,2020-11-20 15:43:02,5.0
2020-11-20 15:57:33,Spreadsheet Utilities Browsers Email ,G,3,5,2.5,2020-11-20 15:57:33,67.0
2020-11-20 16:12:04,Utilities Shopping News,P,1,3,0.5,2020-11-20 16:12:04,15.0
2020-11-20 16:26:34,Utilities News Social,N,2,3,1.0,2020-11-20 16:26:34,158.0
2020-11-20 16:41:05,Message NMU Portal Email Writing,G,3,5,2.5,2020-11-20 16:41:05,164.0
2020-11-20 16:55:35,Utilities News Social,N,2,3,1.0,2020-11-20 16:55:35,111.0
2020-11-20 17:10:06,News Shopping  Browsers Social ,P,1,6,1.0,2020-11-20 17:10:06,51.0
2020-11-20 17:24:37,Utilities Photos Music Social News ,P,1,6,1.0,2020-11-20 17:24:37,97.0
2020-11-20 17:39:07,News Shopping  Browsers Social ,N,2,6,2.0,2020-11-20 17:39:07,119.0
2020-11-20 17:53:38,Utilities News Social,N,2,3,1.0,2020-11-20 17:53:38,59.0
2020-11-20 18:08:08,Spreadsheet Utilities Browsers Email ,G,3,5,2.5,2020-11-20 18:08:08,73.0
2020-11-20 18:22:39,Presentation Meeting Email Project Email Utilities,G,3,6,3.0,2020-11-20 18:22:39,3.0
2020-11-20 18:37:10,Utilities News Social,P,1,3,0.5,2020-11-20 18:37:10,50.0
2020-11-20 18:51:40,Calendar Email Utilities Portal,G,3,4,2.0,2020-11-20 18:51:40,76.0
2020-11-20 19:06:11,Utilities News Social,P,1,3,0.5,2020-11-20 19:06:11,134.0
2020-11-20 19:20:41,Utilities News Social,P,1,3,0.5,2020-11-20 19:20:41,34.0
2020-11-20 19:35:12,Presentation Meeting Email Project Email Utilities,G,3,6,3.0,2020-11-20 19:35:12,63.0
2020-11-20 19:49:43,Utilities News Social,P,1,3,0.5,2020-11-20 19:49:43,34.0
2020-11-20 20:04:13,Utilities Shopping News,P,1,3,0.5,2020-11-20 20:04:13,20.0
2020-11-20 20:18:44,Search Shopping Social Utilities,N,2,4,1.3333333333333333,2020-11-20 20:18:44,78.0
2020-11-20 20:33:14,Intelligence Email File Writing,G,3,4,2.0,2020-11-20 20:33:14,35.0
2020-11-20 20:47:45,Search Shopping Social Utilities,P,1,4,0.6666666666666666,2020-11-20 20:47:45,36.0
2020-11-20 21:02:16,Message NMU Portal Email Writing,G,3,5,2.5,2020-11-20 21:02:16,84.0
2020-11-20 21:16:46,Intelligence Email File Writing,G,3,4,2.0,2020-11-20 21:16:46,45.0
2020-11-20 21:31:17,Utilities News Social,P,1,3,0.5,2020-11-20 21:31:17,91.0
2020-11-20 21:45:47,Search Shopping Social Utilities,P,1,4,0.6666666666666666,2020-11-20 21:45:47,64.0
2020-11-20 22:00:18,Search Shopping Social Utilities,N,2,4,1.3333333333333333,2020-11-20 22:00:18,7.0
2020-11-20 22:14:49,Utilities News Social,N,2,3,1.0,2020-11-20 22:14:49,15.0
2020-11-20 22:29:19,Utilities News Social,P,1,3,0.5,2020-11-20 22:29:19,193.0
2020-11-20 22:43:50,Utilities Shopping News,P,1,3,0.5,2020-11-20 22:43:50,38.0
2020-11-20 22:58:20,Utilities Shopping News,P,1,3,0.5,2020-11-20 22:58:20,149.0
2020-11-20 23:12:51,Utilities Shopping News,N,2,3,1.0,2020-11-20 23:12:51,40.0
2020-11-20 23:27:22,Intelligence Email File Writing,G,3,4,2.0,2020-11-20 23:27:22,108.0
2020-11-20 23:41:52,Intelligence Email File Writing,G,3,4,2.0,2020-11-20 23:41:52,144.0
2020-11-20 23:56:23,Message NMU Portal Email Writing,G,3,5,2.5,2020-11-20 23:56:23,11.0
2020-11-21 00:10:53,Utilities News Social,N,2,3,1.0,2020-11-21 00:10:53,9.0
2020-11-21 00:25:24,Utilities Shopping News,P,1,3,0.5,2020-11-21 00:25:24,54.0
2020-11-21 00:39:55,News Shopping  Browsers Social ,N,2,6,2.0,2020-11-21 00:39:55,65.0
2020-11-21 00:54:25,Intelligence Email File Writing,G,3,4,2.0,2020-11-21 00:54:25,39.0
2020-11-21 01:08:56,Utilities Shopping News,N,2,3,1.0,2020-11-21 01:08:56,139.0
2020-11-21 01:23:26,Utilities Shopping News,P,1,3,0.5,2020-11-21 01:23:26,53.0
2020-11-21 01:37:57,Presentation Meeting Email Project Email Utilities,G,3,6,3.0,2020-11-21 01:37:57,132.0
2020-11-21 01:52:28,Utilities Shopping News,P,1,3,0.5,2020-11-21 01:52:28,50.0
2020-11-21 02:06:58,Search Shopping Social Utilities,P,1,4,0.6666666666666666,2020-11-21 02:06:58,23.0
2020-11-21 02:21:29,Presentation Meeting Email Project Email Utilities,G,3,6,3.0,2020-11-21 02:21:29,44.0
2020-11-21 02:35:59,Utilities News Social,N,2,3,1.0,2020-11-21 02:35:59,173.0
2020-11-21 02:50:30,Spreadsheet Utilities Browsers Email ,G,3,5,2.5,2020-11-21 02:50:30,1.0
2020-11-21 03:05:01,Utilities News Social,P,1,3,0.5,2020-11-21 03:05:01,50.0
2020-11-21 03:19:31,News Shopping  Browsers Social ,P,1,6,1.0,2020-11-21 03:19:31,5.0
2020-11-21 03:34:02, Social News,P,1,3,0.5,2020-11-21 03:34:02,13.0
2020-11-21 03:48:32,Utilities Shopping News,P,1,3,0.5,2020-11-21 03:48:32,77.0
2020-11-21 04:03:03,Calendar Email Utilities Portal,G,3,4,2.0,2020-11-21 04:03:03,28.0
2020-11-21 04:17:34, Social News,N,2,3,1.0,2020-11-21 04:17:34,61.0
2020-11-21 04:32:04,Search Shopping Social Utilities,N,2,4,1.3333333333333333,2020-11-21 04:32:04,158.0
2020-11-21 04:46:35,Intelligence Email File Writing,G,3,4,2.0,2020-11-21 04:46:35,103.0
2020-11-21 05:01:05,Message NMU Portal Email Writing,G,3,5,2.5,2020-11-21 05:01:05,141.0
2020-11-21 05:15:36,Utilities News Social,P,1,3,0.5,2020-11-21 05:15:36,9.0
2020-11-21 05:30:07,Utilities News Social,P,1,3,0.5,2020-11-21 05:30:07,52.0
2020-11-21 05:44:37,Search Shopping Social Utilities,N,2,4,1.3333333333333333,2020-11-21 05:44:37,17.0
2020-11-21 05:59:08,Search Shopping Social Utilities,N,2,4,1.3333333333333333,2020-11-21 05:59:08,135.0
2020-11-21 06:13:38,News Shopping  Browsers Social ,N,2,6,2.0,2020-11-21 06:13:38,22.0
2020-11-21 06:28:09,Intelligence Email File Writing,G,3,4,2.0,2020-11-21 06:28:09,175.0
2020-11-21 06:42:40,Utilities News Social,N,2,3,1.0,2020-11-21 06:42:40,66.0
2020-11-21 06:57:10, Social News,P,1,3,0.5,2020-11-21 06:57:10,7.0
2020-11-21 07:11:41,Utilities News Social,N,2,3,1.0,2020-11-21 07:11:41,11.0
2020-11-21 07:26:11,Utilities News Social,N,2,3,1.0,2020-11-21 07:26:11,51.0
2020-11-21 07:40:42,Message NMU Portal Email Writing,G,3,5,2.5,2020-11-21 07:40:42,111.0
2020-11-21 07:55:13,Utilities News Social,N,2,3,1.0,2020-11-21 07:55:13,130.0
2020-11-21 08:09:43,Message NMU Portal Email Writing,G,3,5,2.5,2020-11-21 08:09:43,164.0
2020-11-21 08:24:14,Utilities Photos Music Social News ,P,1,6,1.0,2020-11-21 08:24:14,193.0
2020-11-21 08:38:44, Social News,N,2,3,1.0,2020-11-21 08:38:44,152.0
2020-11-21 08:53:15, Social News,N,2,3,1.0,2020-11-21 08:53:15,110.0
2020-11-21 09:07:46,Calendar Email Utilities Portal,G,3,4,2.0,2020-11-21 09:07:46,66.0
2020-11-21 09:22:16,Utilities Shopping News,N,2,3,1.0,2020-11-21 09:22:16,158.0
2020-11-21 09:36:47,Search Shopping Social Utilities,P,1,4,0.6666666666666666,2020-11-21 09:36:47,21.0
2020-11-21 09:51:17,Intelligence Email File Writing,G,3,4,2.0,2020-11-21 09:51:17,41.0
2020-11-21 10:05:48,Utilities News Social,P,1,3,0.5,2020-11-21 10:05:48,14.0
2020-11-21 10:20:19, Social News,P,1,3,0.5,2020-11-21 10:20:19,26.0
2020-11-21 10:34:49,Search Shopping Social Utilities,P,1,4,0.6666666666666666,2020-11-21 10:34:49,84.0
2020-11-21 10:49:20,News Shopping  Browsers Social ,P,1,6,1.0,2020-11-21 10:49:20,0.0
2020-11-21 11:03:50,Calendar Email Utilities Utliities,G,3,4,2.0,2020-11-21 11:03:50,120.0
2020-11-21 11:18:21,Presentation Meeting Email Project Email Utilities,G,3,6,3.0,2020-11-21 11:18:21,39.0
2020-11-21 11:32:52, Social News,P,1,3,0.5,2020-11-21 11:32:52,114.0
2020-11-21 11:47:22,Presentation Meeting Email Project Email Utilities,G,3,6,3.0,2020-11-21 11:47:22,19.0
2020-11-21 12:01:53,Message NMU Portal Email Writing,G,3,5,2.5,2020-11-21 12:01:53,32.0
2020-11-21 12:16:23,Message NMU Portal Email Writing,G,3,5,2.5,2020-11-21 12:16:23,83.0
2020-11-21 12:30:54, Social News,P,1,3,0.5,2020-11-21 12:30:54,204.0
2020-11-21 12:45:25,Utilities News Social,N,2,3,1.0,2020-11-21 12:45:25,103.0
2020-11-21 12:59:55,Utilities News Social,N,2,3,1.0,2020-11-21 12:59:55,124.0
2020-11-21 13:14:26,News Shopping  Browsers Social ,P,1,6,1.0,2020-11-21 13:14:26,48.0
2020-11-21 13:28:56,Message NMU Portal Email Writing,G,3,5,2.5,2020-11-21 13:28:56,8.0
2020-11-21 13:43:27,Utilities News Social,P,1,3,0.5,2020-11-21 13:43:27,37.0
2020-11-21 13:57:58,Presentation Meeting Email Project Email Utilities,G,3,6,3.0,2020-11-21 13:57:58,105.0
2020-11-21 14:12:28,Intelligence Email File Writing,G,3,4,2.0,2020-11-21 14:12:28,5.0
2020-11-21 14:26:59,Utilities Shopping News,N,2,3,1.0,2020-11-21 14:26:59,0.0
2020-11-21 14:41:29,Presentation Meeting Email Project Email Utilities,G,3,6,3.0,2020-11-21 14:41:29,1.0
2020-11-21 14:56:00,Utilities News Social,P,1,3,0.5,2020-11-21 14:56:00,82.0
2020-11-21 15:10:31,Spreadsheet Utilities Browsers Email ,G,3,5,2.5,2020-11-21 15:10:31,67.0
2020-11-21 15:25:01,Utilities News Social,N,2,3,1.0,2020-11-21 15:25:01,52.0
2020-11-21 15:39:32,Presentation Meeting Email Project Email Utilities,G,3,6,3.0,2020-11-21 15:39:32,60.0
2020-11-21 15:54:02, Social News,N,2,3,1.0,2020-11-21 15:54:02,116.0
2020-11-21 16:08:33,News Shopping  Browsers Social ,P,1,6,1.0,2020-11-21 16:08:33,234.0
2020-11-21 16:23:04, Social News,N,2,3,1.0,2020-11-21 16:23:04,60.0
2020-11-21 16:37:34,News Shopping  Browsers Social ,P,1,6,1.0,2020-11-21 16:37:34,76.0
2020-11-21 16:52:05,Spreadsheet Utilities Browsers Email ,G,3,5,2.5,2020-11-21 16:52:05,187.0
2020-11-21 17:06:35,Calendar Email Utilities Portal,G,3,4,2.0,2020-11-21 17:06:35,74.0
2020-11-21 17:21:06, Social News,N,2,3,1.0,2020-11-21 17:21:06,117.0
2020-11-21 17:35:37,Search Shopping Social Utilities,N,2,4,1.3333333333333333,2020-11-21 17:35:37,79.0
2020-11-21 17:50:07,Spreadsheet Utilities Browsers Email ,G,3,5,2.5,2020-11-21 17:50:07,12.0
2020-11-21 18:04:38,Search Shopping Social Utilities,P,1,4,0.6666666666666666,2020-11-21 18:04:38,21.0
2020-11-21 18:19:08,Utilities Photos Music Social News ,N,2,6,2.0,2020-11-21 18:19:08,67.0
2020-11-21 18:33:39,News Shopping  Browsers Social ,N,2,6,2.0,2020-11-21 18:33:39,4.0
2020-11-21 18:48:10,Calendar Email Utilities Portal,G,3,4,2.0,2020-11-21 18:48:10,154.0
2020-11-21 19:02:40,Spreadsheet Utilities Browsers Email ,G,3,5,2.5,2020-11-21 19:02:40,204.0
2020-11-21 19:17:11,Utilities News Social,P,1,3,0.5,2020-11-21 19:17:11,17.0
2020-11-21 19:31:41,Utilities News Social,N,2,3,1.0,2020-11-21 19:31:41,4.0
2020-11-21 19:46:12,Utilities Shopping News,P,1,3,0.5,2020-11-21 19:46:12,170.0
2020-11-21 20:00:43,Utilities Shopping News,P,1,3,0.5,2020-11-21 20:00:43,24.0
2020-11-21 20:15:13,Presentation Meeting Email Project Email Utilities,G,3,6,3.0,2020-11-21 20:15:13,52.0
2020-11-21 20:29:44,Utilities News Social,P,1,3,0.5,2020-11-21 20:29:44,20.0
2020-11-21 20:44:14, Social News,N,2,3,1.0,2020-11-21 20:44:14,74.0
2020-11-21 20:58:45, Social News,N,2,3,1.0,2020-11-21 20:58:45,176.0
2020-11-21 21:13:16,Message NMU Portal Email Writing,G,3,5,2.5,2020-11-21 21:13:16,16.0
2020-11-21 21:27:46,News Shopping  Browsers Social ,P,1,6,1.0,2020-11-21 21:27:46,156.0
2020-11-21 21:42:17,Utilities Photos Music Social News ,N,2,6,2.0,2020-11-21 21:42:17,157.0
2020-11-21 21:56:47,Utilities News Social,N,2,3,1.0,2020-11-21 21:56:47,174.0
2020-11-21 22:11:18,Utilities News Social,P,1,3,0.5,2020-11-21 22:11:18,26.0
2020-11-21 22:25:49,Utilities Shopping News,P,1,3,0.5,2020-11-21 22:25:49,37.0
2020-11-21 22:40:19,Presentation Meeting Email Project Email Utilities,G,3,6,3.0,2020-11-21 22:40:19,100.0
2020-11-21 22:54:50,Utilities News Social,N,2,3,1.0,2020-11-21 22:54:50,37.0
2020-11-21 23:09:20,News Shopping  Browsers Social ,N,2,6,2.0,2020-11-21 23:09:20,17.0
2020-11-21 23:23:51,Intelligence Email File Writing,G,3,4,2.0,2020-11-21 23:23:51,99.0
2020-11-21 23:38:22,Utilities Shopping News,P,1,3,0.5,2020-11-21 23:38:22,73.0
2020-11-21 23:52:52,Calendar Email Utilities Utliities,G,3,4,2.0,2020-11-21 23:52:52,172.0
2020-11-22 00:07:23,Calendar Email Utilities Utliities,G,3,4,2.0,2020-11-22 00:07:23,44.0
2020-11-22 00:21:53,Utilities News Social,P,1,3,0.5,2020-11-22 00:21:53,33.0
2020-11-22 00:36:24,Utilities News Social,N,2,3,1.0,2020-11-22 00:36:24,90.0
2020-11-22 00:50:55,Utilities Shopping News,N,2,3,1.0,2020-11-22 00:50:55,21.0
2020-11-22 01:05:25,Message NMU Portal Email Writing,G,3,5,2.5,2020-11-22 01:05:25,25.0
2020-11-22 01:19:56,Calendar Email Utilities Portal,G,3,4,2.0,2020-11-22 01:19:56,18.0
2020-11-22 01:34:26,Search Shopping Social Utilities,P,1,4,0.6666666666666666,2020-11-22 01:34:26,118.0
2020-11-22 01:48:57,Spreadsheet Utilities Browsers Email ,G,3,5,2.5,2020-11-22 01:48:57,5.0
2020-11-22 02:03:28,Calendar Email Utilities Utliities,G,3,4,2.0,2020-11-22 02:03:28,0.0
2020-11-22 02:17:58,News Shopping  Browsers Social ,N,2,6,2.0,2020-11-22 02:17:58,18.0
2020-11-22 02:32:29,Utilities Shopping News,N,2,3,1.0,2020-11-22 02:32:29,11.0
2020-11-22 02:46:59,Intelligence Email File Writing,G,3,4,2.0,2020-11-22 02:46:59,97.0
2020-11-22 03:01:30,Utilities News Social,N,2,3,1.0,2020-11-22 03:01:30,130.0
2020-11-22 03:16:01,Utilities News Social,N,2,3,1.0,2020-11-22 03:16:01,187.0
2020-11-22 03:30:31, Social News,P,1,3,0.5,2020-11-22 03:30:31,11.0
2020-11-22 03:45:02,Utilities News Social,P,1,3,0.5,2020-11-22 03:45:02,192.0
2020-11-22 03:59:32,Presentation Meeting Email Project Email Utilities,G,3,6,3.0,2020-11-22 03:59:32,114.0
2020-11-22 04:14:03,Intelligence Email File Writing,G,3,4,2.0,2020-11-22 04:14:03,60.0
2020-11-22 04:28:34,Presentation Meeting Email Project Email Utilities,G,3,6,3.0,2020-11-22 04:28:34,81.0
2020-11-22 04:43:04,Calendar Email Utilities Utliities,G,3,4,2.0,2020-11-22 04:43:04,37.0
2020-11-22 04:57:35,Message NMU Portal Email Writing,G,3,5,2.5,2020-11-22 04:57:35,103.0
2020-11-22 05:12:05, Social News,N,2,3,1.0,2020-11-22 05:12:05,57.0
2020-11-22 05:26:36,Utilities Shopping News,P,1,3,0.5,2020-11-22 05:26:36,27.0
2020-11-22 05:41:07,Spreadsheet Utilities Browsers Email ,G,3,5,2.5,2020-11-22 05:41:07,85.0
2020-11-22 05:55:37,Presentation Meeting Email Project Email Utilities,G,3,6,3.0,2020-11-22 05:55:37,19.0
2020-11-22 06:10:08,Presentation Meeting Email Project Email Utilities,G,3,6,3.0,2020-11-22 06:10:08,20.0
2020-11-22 06:24:38,Utilities Photos Music Social News ,P,1,6,1.0,2020-11-22 06:24:38,110.0
2020-11-22 06:39:09,Presentation Meeting Email Project Email Utilities,G,3,6,3.0,2020-11-22 06:39:09,96.0
2020-11-22 06:53:40,Presentation Meeting Email Project Email Utilities,G,3,6,3.0,2020-11-22 06:53:40,23.0
2020-11-22 07:08:10,Message NMU Portal Email Writing,G,3,5,2.5,2020-11-22 07:08:10,48.0
2020-11-22 07:22:41,News Shopping  Browsers Social ,N,2,6,2.0,2020-11-22 07:22:41,36.0
2020-11-22 07:37:11,Search Shopping Social Utilities,P,1,4,0.6666666666666666,2020-11-22 07:37:11,112.0
2020-11-22 07:51:42,Utilities Photos Music Social News ,N,2,6,2.0,2020-11-22 07:51:42,25.0
2020-11-22 08:06:13,Utilities Shopping News,P,1,3,0.5,2020-11-22 08:06:13,111.0
2020-11-22 08:20:43,Calendar Email Utilities Utliities,G,3,4,2.0,2020-11-22 08:20:43,44.0
