start_timestamp,sequence,cat,class_product,size,class_weight,seconds
2020-12-04 07:53:07,Utilities News Social,N,2,3,1,95
2020-12-04 08:07:37,Utilities News Social,P,1,3,0.5,209
2020-12-04 08:22:08,Utilities News Social,N,2,3,1,58
2020-12-04 08:36:38,Social News,N,2,3,1,21
2020-12-04 08:51:09,Message NMU Portal Email Writing,G,3,5,2.5,230
2020-12-04 09:05:40,Message NMU Portal Email Writing,G,3,5,2.5,21
2020-12-04 09:20:10,Message NMU Portal Email Writing,G,3,5,2.5,153
2020-12-04 09:34:41,Utilities News Social,N,2,3,1,51
2020-12-04 09:49:11,Utilities Photos Music Social News,N,2,6,2,254
2020-12-04 10:03:42,Social News,P,1,3,0.5,93
2020-12-04 10:18:13,Utilities Shopping News,N,2,3,1,78
2020-12-04 10:32:43,Utilities Photos Music Social News,P,1,6,1,14
2020-12-04 10:47:14,Utilities Shopping News,N,2,3,1,56
2020-12-04 11:01:44,Message NMU Portal Email Writing,G,3,5,2.5,40
2020-12-04 11:16:15,Search Shopping Social Utilities,N,2,4,1.333333333,109
2020-12-04 11:30:46,Utilities News Social,P,1,3,0.5,18
2020-12-04 11:45:16,Presentation Meeting Email Project Email Utilities,G,3,6,3,27
2020-12-04 11:59:47,Message NMU Portal Email Writing,G,3,5,2.5,3
2020-12-04 12:14:17,Intelligence Email File Writing,G,3,4,2,227
2020-12-04 12:28:48,News Shopping  Browsers Social,P,1,6,1,15
2020-12-04 12:43:19,Social News,N,2,3,1,152
2020-12-04 12:57:49,Utilities Shopping News,N,2,3,1,100
2020-12-04 13:12:20,Utilities News Social,N,2,3,1,69
2020-12-04 13:26:50,Message NMU Portal Email Writing,G,3,5,2.5,48
2020-12-04 13:41:21,Spreadsheet Utilities Browsers Email,G,3,5,2.5,87
2020-12-04 13:55:52,Message NMU Portal Email Writing,G,3,5,2.5,160
2020-12-04 14:10:22,Search Shopping Social Utilities,P,1,4,0.6666666667,317
2020-12-04 14:24:53,Social News,N,2,3,1,80
2020-12-04 14:39:23,Utilities Shopping News,N,2,3,1,107
2020-12-04 14:53:54,Social News,P,1,3,0.5,68
2020-12-04 15:08:25,Utilities News Social,N,2,3,1,111
2020-12-04 15:22:55,Utilities Shopping News,P,1,3,0.5,114
2020-12-04 15:37:26,Utilities News Social,P,1,3,0.5,47
2020-12-04 15:51:56,Social News,P,1,3,0.5,77
2020-12-04 16:06:27,Utilities Photos Music Social News,N,2,6,2,38
2020-12-04 16:20:58,Presentation Meeting Email Project Email Utilities,G,3,6,3,162
2020-12-04 16:35:28,Utilities Shopping News,N,2,3,1,124
2020-12-04 16:49:59,Utilities News Social,N,2,3,1,84
2020-12-04 17:04:29,Social News,N,2,3,1,35
2020-12-04 17:19:00,Calendar Email Utilities Portal,G,3,4,2,163
2020-12-04 17:33:31,Message NMU Portal Email Writing,G,3,5,2.5,50
2020-12-04 17:48:01,Presentation Meeting Email Project Email Utilities,G,3,6,3,102
2020-12-04 18:02:32,Utilities Shopping News,N,2,3,1,23
2020-12-04 18:17:02,News Shopping  Browsers Social,P,1,6,1,19
2020-12-04 18:31:33,Social News,N,2,3,1,97
2020-12-04 18:46:04,Intelligence Email File Writing,G,3,4,2,31
2020-12-04 19:00:34,Utilities News Social,N,2,3,1,10
2020-12-04 19:15:05,Utilities News Social,P,1,3,0.5,45
2020-12-04 19:29:35,Utilities Photos Music Social News,N,2,6,2,19
2020-12-04 19:44:06,News Shopping  Browsers Social,P,1,6,1,33
2020-12-04 19:58:37,Utilities News Social,P,1,3,0.5,145
2020-12-04 20:13:07,News Shopping  Browsers Social,P,1,6,1,38
2020-12-04 20:27:38,Utilities Photos Music Social News,N,2,6,2,100
2020-12-04 20:42:08,Calendar Email Utilities Portal,G,3,4,2,85
2020-12-04 20:56:39,Presentation Meeting Email Project Email Utilities,G,3,6,3,40
2020-12-04 21:11:10,Calendar Email Utilities Utliities,G,3,4,2,177
2020-12-04 21:25:40,Utilities Shopping News,P,1,3,0.5,93
2020-12-04 21:40:11,Intelligence Email File Writing,G,3,4,2,84
2020-12-04 21:54:41,Utilities Shopping News,P,1,3,0.5,83
2020-12-04 22:09:12,Calendar Email Utilities Portal,G,3,4,2,91
2020-12-04 22:23:43,Utilities Shopping News,P,1,3,0.5,194
2020-12-04 22:38:13,Spreadsheet Utilities Browsers Email,G,3,5,2.5,23
2020-12-04 22:52:44,Utilities Shopping News,N,2,3,1,12
2020-12-04 23:07:14,Intelligence Email File Writing,G,3,4,2,41
2020-12-04 23:21:45,Spreadsheet Utilities Browsers Email,G,3,5,2.5,95
2020-12-04 23:36:16,Spreadsheet Utilities Browsers Email,G,3,5,2.5,135
2020-12-04 23:50:46,Utilities Photos Music Social News,P,1,6,1,1
2020-12-05 00:05:17,Calendar Email Utilities Utliities,G,3,4,2,131
2020-12-05 00:19:47,Utilities News Social,P,1,3,0.5,24
2020-12-05 00:34:18,Spreadsheet Utilities Browsers Email,G,3,5,2.5,53
2020-12-05 00:48:49,News Shopping  Browsers Social,P,1,6,1,9
2020-12-05 01:03:19,Calendar Email Utilities Portal,G,3,4,2,23
2020-12-05 01:17:50,Message NMU Portal Email Writing,G,3,5,2.5,44
2020-12-05 01:32:20,Utilities News Social,P,1,3,0.5,163
2020-12-05 01:46:51,Message NMU Portal Email Writing,G,3,5,2.5,142
2020-12-05 02:01:22,Intelligence Email File Writing,G,3,4,2,30
2020-12-05 02:15:52,Utilities News Social,P,1,3,0.5,49
2020-12-05 02:30:23,Social News,N,2,3,1,139
2020-12-05 02:44:53,Message NMU Portal Email Writing,G,3,5,2.5,61
2020-12-05 02:59:24,Social News,N,2,3,1,61
2020-12-05 03:13:55,Social News,P,1,3,0.5,187
2020-12-05 03:28:25,Utilities News Social,N,2,3,1,88
2020-12-05 03:42:56,Utilities News Social,N,2,3,1,145
2020-12-05 03:57:26,Intelligence Email File Writing,G,3,4,2,74
2020-12-05 04:11:57,Social News,P,1,3,0.5,6
2020-12-05 04:26:28,Social News,P,1,3,0.5,63
2020-12-05 04:40:58,Utilities News Social,N,2,3,1,36
2020-12-05 04:55:29,Social News,P,1,3,0.5,97
2020-12-05 05:09:59,News Shopping  Browsers Social,N,2,6,2,14
2020-12-05 05:24:30,Presentation Meeting Email Project Email Utilities,G,3,6,3,2
2020-12-05 05:39:01,Utilities Shopping News,N,2,3,1,7
2020-12-05 05:53:31,Social News,P,1,3,0.5,19
2020-12-05 06:08:02,Calendar Email Utilities Utliities,G,3,4,2,52
2020-12-05 06:22:32,Utilities Shopping News,N,2,3,1,52
2020-12-05 06:37:03,Calendar Email Utilities Portal,G,3,4,2,34
2020-12-05 06:51:34,Calendar Email Utilities Utliities,G,3,4,2,156
2020-12-05 07:06:04,Utilities Shopping News,N,2,3,1,44
2020-12-05 07:20:35,News Shopping  Browsers Social,P,1,6,1,80
2020-12-05 07:35:05,Calendar Email Utilities Portal,G,3,4,2,55
2020-12-05 07:49:36,Social News,N,2,3,1,7
2020-12-05 08:04:07,Utilities News Social,P,1,3,0.5,29
2020-12-05 08:18:37,Search Shopping Social Utilities,N,2,4,1.333333333,47
2020-12-05 08:33:08,Social News,N,2,3,1,184
2020-12-05 08:47:38,Spreadsheet Utilities Browsers Email,G,3,5,2.5,54
2020-12-05 09:02:09,Calendar Email Utilities Utliities,G,3,4,2,182
2020-12-05 09:16:40,Presentation Meeting Email Project Email Utilities,G,3,6,3,199
2020-12-05 09:31:10,Utilities Shopping News,N,2,3,1,59
2020-12-05 09:45:41,Utilities Shopping News,N,2,3,1,42
2020-12-05 10:00:11,Calendar Email Utilities Utliities,G,3,4,2,49
2020-12-05 10:14:42,Utilities News Social,N,2,3,1,80
2020-12-05 10:29:13,Message NMU Portal Email Writing,G,3,5,2.5,166
2020-12-05 10:43:43,Utilities News Social,P,1,3,0.5,56
2020-12-05 10:58:14,Presentation Meeting Email Project Email Utilities,G,3,6,3,94
2020-12-05 11:12:44,News Shopping  Browsers Social,N,2,6,2,99
2020-12-05 11:27:15,Utilities News Social,N,2,3,1,6
2020-12-05 11:41:46,Utilities Shopping News,N,2,3,1,139
2020-12-05 11:56:16,Calendar Email Utilities Utliities,G,3,4,2,59
2020-12-05 12:10:47,Social News,P,1,3,0.5,125
2020-12-05 12:25:17,News Shopping  Browsers Social,N,2,6,2,77
2020-12-05 12:39:48,Utilities News Social,N,2,3,1,34
2020-12-05 12:54:19,Utilities News Social,P,1,3,0.5,27
2020-12-05 13:08:49,Message NMU Portal Email Writing,G,3,5,2.5,71
2020-12-05 13:23:20,Message NMU Portal Email Writing,G,3,5,2.5,96
2020-12-05 13:37:50,Message NMU Portal Email Writing,G,3,5,2.5,174
2020-12-05 13:52:21,Utilities Shopping News,N,2,3,1,46
2020-12-05 14:06:52,Utilities Shopping News,P,1,3,0.5,66
2020-12-05 14:21:22,Search Shopping Social Utilities,P,1,4,0.6666666667,80
2020-12-05 14:35:53,Message NMU Portal Email Writing,G,3,5,2.5,38
2020-12-05 14:50:23,Utilities Shopping News,P,1,3,0.5,9
2020-12-05 15:04:54,Message NMU Portal Email Writing,G,3,5,2.5,38
2020-12-05 15:19:25,Calendar Email Utilities Portal,G,3,4,2,119
2020-12-05 15:33:55,News Shopping  Browsers Social,P,1,6,1,144
2020-12-05 15:48:26,Utilities News Social,P,1,3,0.5,86
2020-12-05 16:02:56,Utilities Shopping News,N,2,3,1,29
2020-12-05 16:17:27,Calendar Email Utilities Utliities,G,3,4,2,43
2020-12-05 16:31:58,Message NMU Portal Email Writing,G,3,5,2.5,127
2020-12-05 16:46:28,Utilities Photos Music Social News,P,1,6,1,133
2020-12-05 17:00:59,Calendar Email Utilities Portal,G,3,4,2,188
2020-12-05 17:15:29,Message NMU Portal Email Writing,G,3,5,2.5,40
2020-12-05 17:30:00,Utilities Shopping News,N,2,3,1,91
2020-12-05 17:44:31,Search Shopping Social Utilities,P,1,4,0.6666666667,129
2020-12-05 17:59:01,Intelligence Email File Writing,G,3,4,2,73
2020-12-05 18:13:32,Utilities Photos Music Social News,N,2,6,2,33
2020-12-05 18:28:02,Social News,P,1,3,0.5,56
2020-12-05 18:42:33,Search Shopping Social Utilities,P,1,4,0.6666666667,53
2020-12-05 18:57:04,Social News,P,1,3,0.5,18
2020-12-05 19:11:34,Utilities News Social,P,1,3,0.5,92
2020-12-05 19:26:05,Utilities News Social,N,2,3,1,112
2020-12-05 19:40:35,Calendar Email Utilities Utliities,G,3,4,2,49
2020-12-05 19:55:06,Utilities News Social,N,2,3,1,52
2020-12-05 20:09:37,Search Shopping Social Utilities,N,2,4,1.333333333,132
2020-12-05 20:24:07,Intelligence Email File Writing,G,3,4,2,43
2020-12-05 20:38:38,Presentation Meeting Email Project Email Utilities,G,3,6,3,146
2020-12-05 20:53:08,Utilities News Social,P,1,3,0.5,7
2020-12-05 21:07:39,Calendar Email Utilities Utliities,G,3,4,2,64
2020-12-05 21:22:10,Social News,N,2,3,1,42
2020-12-05 21:36:40,Intelligence Email File Writing,G,3,4,2,75
2020-12-05 21:51:11,Spreadsheet Utilities Browsers Email,G,3,5,2.5,141
2020-12-05 22:05:41,Search Shopping Social Utilities,P,1,4,0.6666666667,34
2020-12-05 22:20:12,Message NMU Portal Email Writing,G,3,5,2.5,72
2020-12-05 22:34:43,Utilities Photos Music Social News,N,2,6,2,65
2020-12-05 22:49:13,Intelligence Email File Writing,G,3,4,2,31
2020-12-05 23:03:44,Utilities News Social,N,2,3,1,27
2020-12-05 23:18:14,Intelligence Email File Writing,G,3,4,2,90
2020-12-05 23:32:45,Message NMU Portal Email Writing,G,3,5,2.5,12
2020-12-05 23:47:16,Social News,N,2,3,1,37
2020-12-06 00:01:46,Calendar Email Utilities Portal,G,3,4,2,6
2020-12-06 00:16:17,Utilities News Social,N,2,3,1,42
2020-12-06 00:30:47,Presentation Meeting Email Project Email Utilities,G,3,6,3,101
2020-12-06 00:45:18,Social News,N,2,3,1,81
2020-12-06 00:59:49,News Shopping  Browsers Social,P,1,6,1,6
2020-12-06 01:14:19,Social News,P,1,3,0.5,196
2020-12-06 01:28:50,News Shopping  Browsers Social,P,1,6,1,118
2020-12-06 01:43:20,Social News,P,1,3,0.5,25
2020-12-06 01:57:51,Social News,P,1,3,0.5,106
2020-12-06 02:12:22,Utilities Shopping News,N,2,3,1,100
2020-12-06 02:26:52,Utilities News Social,N,2,3,1,59
2020-12-06 02:41:23,Intelligence Email File Writing,G,3,4,2,137
2020-12-06 02:55:53,Utilities News Social,P,1,3,0.5,3
2020-12-06 03:10:24,Message NMU Portal Email Writing,G,3,5,2.5,72
2020-12-06 03:24:55,Message NMU Portal Email Writing,G,3,5,2.5,30
2020-12-06 03:39:25,Presentation Meeting Email Project Email Utilities,G,3,6,3,0
2020-12-06 03:53:56,Search Shopping Social Utilities,P,1,4,0.6666666667,182
2020-12-06 04:08:26,Utilities News Social,P,1,3,0.5,2
2020-12-06 04:22:57,Social News,P,1,3,0.5,13
2020-12-06 04:37:28,Search Shopping Social Utilities,P,1,4,0.6666666667,4
2020-12-06 04:51:58,Utilities News Social,N,2,3,1,164
2020-12-06 05:06:29,Utilities News Social,N,2,3,1,63
2020-12-06 05:20:59,Utilities Photos Music Social News,P,1,6,1,189
2020-12-06 05:35:30,Social News,P,1,3,0.5,95
2020-12-06 05:50:01,Calendar Email Utilities Utliities,G,3,4,2,85
2020-12-06 06:04:31,Utilities Shopping News,P,1,3,0.5,158
2020-12-06 06:19:02,Spreadsheet Utilities Browsers Email,G,3,5,2.5,101
2020-12-06 06:33:32,Utilities Shopping News,N,2,3,1,68
2020-12-06 06:48:03,Utilities Photos Music Social News,N,2,6,2,7
2020-12-06 07:02:34,Utilities News Social,N,2,3,1,49
2020-12-06 07:17:04,Intelligence Email File Writing,G,3,4,2,14
2020-12-06 07:31:35,Calendar Email Utilities Utliities,G,3,4,2,37
2020-12-06 07:46:05,Presentation Meeting Email Project Email Utilities,G,3,6,3,33
2020-12-06 08:00:36,Utilities News Social,N,2,3,1,44
2020-12-06 08:15:07,Utilities Shopping News,N,2,3,1,5
2020-12-06 08:29:37,Calendar Email Utilities Portal,G,3,4,2,89
2020-12-06 08:44:08,Utilities Photos Music Social News,N,2,6,2,95
2020-12-06 08:58:38,Intelligence Email File Writing,G,3,4,2,9
2020-12-06 09:13:09,Utilities Shopping News,P,1,3,0.5,56
2020-12-06 09:27:40,Utilities News Social,N,2,3,1,70
2020-12-06 09:42:10,Social News,N,2,3,1,60
2020-12-06 09:56:41,Message NMU Portal Email Writing,G,3,5,2.5,63
2020-12-06 10:11:11,Utilities Photos Music Social News,N,2,6,2,145
2020-12-06 10:25:42,Utilities News Social,N,2,3,1,25
2020-12-06 10:40:13,Utilities Photos Music Social News,P,1,6,1,153
2020-12-06 10:54:43,Search Shopping Social Utilities,P,1,4,0.6666666667,23
2020-12-06 11:09:14,Search Shopping Social Utilities,N,2,4,1.333333333,12
2020-12-06 11:23:44,Utilities Shopping News,P,1,3,0.5,89
2020-12-06 11:38:15,Utilities Photos Music Social News,N,2,6,2,89
2020-12-06 11:52:46,Calendar Email Utilities Utliities,G,3,4,2,137
2020-12-06 12:07:16,Message NMU Portal Email Writing,G,3,5,2.5,35
2020-12-06 12:21:47,Search Shopping Social Utilities,P,1,4,0.6666666667,86
2020-12-06 12:36:17,Message NMU Portal Email Writing,G,3,5,2.5,71
2020-12-06 12:50:48,Utilities News Social,P,1,3,0.5,6
2020-12-06 13:05:19,Message NMU Portal Email Writing,G,3,5,2.5,31
2020-12-06 13:19:49,Intelligence Email File Writing,G,3,4,2,120
2020-12-06 13:34:20,Calendar Email Utilities Portal,G,3,4,2,0
2020-12-06 13:48:50,Social News,P,1,3,0.5,33
2020-12-06 14:03:21,Calendar Email Utilities Utliities,G,3,4,2,147
2020-12-06 14:17:52,News Shopping  Browsers Social,N,2,6,2,215
2020-12-06 14:32:22,Calendar Email Utilities Portal,G,3,4,2,110
2020-12-06 14:46:53,Utilities News Social,N,2,3,1,1
2020-12-06 15:01:23,Presentation Meeting Email Project Email Utilities,G,3,6,3,40
2020-12-06 15:15:54,Intelligence Email File Writing,G,3,4,2,34
2020-12-06 15:30:25,Utilities News Social,N,2,3,1,102
2020-12-06 15:44:55,Intelligence Email File Writing,G,3,4,2,54
2020-12-06 15:59:26,News Shopping  Browsers Social,N,2,6,2,191
2020-12-06 16:13:56,Social News,P,1,3,0.5,69
2020-12-06 16:28:27,News Shopping  Browsers Social,N,2,6,2,160
2020-12-06 16:42:58,Search Shopping Social Utilities,P,1,4,0.6666666667,100
2020-12-06 16:57:28,Intelligence Email File Writing,G,3,4,2,98
2020-12-06 17:11:59,Social News,N,2,3,1,48
2020-12-06 17:26:29,Presentation Meeting Email Project Email Utilities,G,3,6,3,96
2020-12-06 17:41:00,Social News,P,1,3,0.5,97
2020-12-06 17:55:31,News Shopping  Browsers Social,P,1,6,1,107
2020-12-06 18:10:01,Utilities Shopping News,P,1,3,0.5,266
2020-12-06 18:24:32,Presentation Meeting Email Project Email Utilities,G,3,6,3,3
2020-12-06 18:39:02,Utilities Shopping News,N,2,3,1,58
2020-12-06 18:53:33,Utilities News Social,N,2,3,1,191
2020-12-06 19:08:04,Utilities News Social,N,2,3,1,91
2020-12-06 19:22:34,Utilities News Social,P,1,3,0.5,13
2020-12-06 19:37:05,Utilities News Social,P,1,3,0.5,43
2020-12-06 19:51:35,Message NMU Portal Email Writing,G,3,5,2.5,176
2020-12-06 20:06:06,Message NMU Portal Email Writing,G,3,5,2.5,31
2020-12-06 20:20:37,Utilities Shopping News,P,1,3,0.5,111
2020-12-06 20:35:07,Message NMU Portal Email Writing,G,3,5,2.5,94
2020-12-06 20:49:38,Message NMU Portal Email Writing,G,3,5,2.5,6
2020-12-06 21:04:08,Utilities Shopping News,P,1,3,0.5,99
2020-12-06 21:18:39,Utilities News Social,N,2,3,1,242
2020-12-06 21:33:10,Intelligence Email File Writing,G,3,4,2,60
2020-12-06 21:47:40,Utilities Shopping News,P,1,3,0.5,196
2020-12-06 22:02:11,Utilities Shopping News,P,1,3,0.5,31
2020-12-06 22:16:41,Message NMU Portal Email Writing,G,3,5,2.5,41
2020-12-06 22:31:12,Intelligence Email File Writing,G,3,4,2,95
2020-12-06 22:45:43,Utilities Shopping News,N,2,3,1,57
2020-12-06 23:00:13,Intelligence Email File Writing,G,3,4,2,67
2020-12-06 23:14:44,Intelligence Email File Writing,G,3,4,2,29
2020-12-06 23:29:14,Utilities News Social,N,2,3,1,72
2020-12-06 23:43:45,Calendar Email Utilities Utliities,G,3,4,2,83
2020-12-06 23:58:16,Social News,N,2,3,1,19
2020-12-07 00:12:46,News Shopping  Browsers Social,N,2,6,2,89
2020-12-07 00:27:17,Calendar Email Utilities Portal,G,3,4,2,52
2020-12-07 00:41:47,Social News,N,2,3,1,71
2020-12-07 00:56:18,News Shopping  Browsers Social,N,2,6,2,72
2020-12-07 01:10:49,Utilities News Social,N,2,3,1,85
2020-12-07 01:25:19,Search Shopping Social Utilities,N,2,4,1.333333333,38
2020-12-07 01:39:50,Search Shopping Social Utilities,N,2,4,1.333333333,138
2020-12-07 01:54:20,Social News,P,1,3,0.5,138
2020-12-07 02:08:51,Presentation Meeting Email Project Email Utilities,G,3,6,3,54
2020-12-07 02:23:22,Utilities Photos Music Social News,N,2,6,2,7
2020-12-07 02:37:52,Utilities Shopping News,N,2,3,1,56
2020-12-07 02:52:23,Utilities Photos Music Social News,P,1,6,1,167
2020-12-07 03:06:53,Presentation Meeting Email Project Email Utilities,G,3,6,3,73
2020-12-07 03:21:24,Intelligence Email File Writing,G,3,4,2,124
2020-12-07 03:35:55,Utilities Shopping News,P,1,3,0.5,13
2020-12-07 03:50:25,Utilities Shopping News,P,1,3,0.5,32
2020-12-07 04:04:56,Utilities News Social,P,1,3,0.5,120
2020-12-07 04:19:26,Intelligence Email File Writing,G,3,4,2,29
2020-12-07 04:33:57,Message NMU Portal Email Writing,G,3,5,2.5,2
2020-12-07 04:48:28,Utilities Photos Music Social News,P,1,6,1,41
2020-12-07 05:02:58,Search Shopping Social Utilities,N,2,4,1.333333333,55
2020-12-07 05:17:29,Intelligence Email File Writing,G,3,4,2,20
2020-12-07 05:31:59,Social News,P,1,3,0.5,22
2020-12-07 05:46:30,Social News,P,1,3,0.5,85
2020-12-07 06:01:01,Spreadsheet Utilities Browsers Email,G,3,5,2.5,114
2020-12-07 06:15:31,Intelligence Email File Writing,G,3,4,2,69
2020-12-07 06:30:02,Utilities News Social,N,2,3,1,178
2020-12-07 06:44:32,Presentation Meeting Email Project Email Utilities,G,3,6,3,11
2020-12-07 06:59:03,Search Shopping Social Utilities,N,2,4,1.333333333,106
2020-12-07 07:13:34,Calendar Email Utilities Utliities,G,3,4,2,115
2020-12-07 07:28:04,Social News,N,2,3,1,49
2020-12-07 07:42:35,Utilities Shopping News,P,1,3,0.5,126
2020-12-07 07:57:05,Calendar Email Utilities Portal,G,3,4,2,115
2020-12-07 08:11:36,Utilities Shopping News,N,2,3,1,84
2020-12-07 08:26:07,Utilities News Social,P,1,3,0.5,17
2020-12-07 08:40:37,Message NMU Portal Email Writing,G,3,5,2.5,0
2020-12-07 08:55:08,Search Shopping Social Utilities,N,2,4,1.333333333,44
2020-12-07 09:09:38,Intelligence Email File Writing,G,3,4,2,137
2020-12-07 09:24:09,Search Shopping Social Utilities,N,2,4,1.333333333,91
2020-12-07 09:38:40,Social News,N,2,3,1,4
2020-12-07 09:53:10,Presentation Meeting Email Project Email Utilities,G,3,6,3,16
2020-12-07 10:07:41,News Shopping  Browsers Social,N,2,6,2,154
2020-12-07 10:22:11,Utilities Shopping News,N,2,3,1,180
2020-12-07 10:36:42,Utilities Photos Music Social News,N,2,6,2,106
2020-12-07 10:51:13,Utilities News Social,N,2,3,1,95
2020-12-07 11:05:43,Utilities News Social,P,1,3,0.5,283
2020-12-07 11:20:14,Utilities Shopping News,N,2,3,1,33
2020-12-07 11:34:44,Presentation Meeting Email Project Email Utilities,G,3,6,3,45
2020-12-07 11:49:15,Utilities Photos Music Social News,P,1,6,1,185
2020-12-07 12:03:46,Utilities Shopping News,N,2,3,1,22
2020-12-07 12:18:16,Search Shopping Social Utilities,P,1,4,0.6666666667,198
2020-12-07 12:32:47,Message NMU Portal Email Writing,G,3,5,2.5,178
2020-12-07 12:47:17,Message NMU Portal Email Writing,G,3,5,2.5,85
2020-12-07 13:01:48,Utilities Photos Music Social News,P,1,6,1,116
2020-12-07 13:16:19,Utilities Photos Music Social News,P,1,6,1,170
2020-12-07 13:30:49,Presentation Meeting Email Project Email Utilities,G,3,6,3,45
2020-12-07 13:45:20,Social News,N,2,3,1,62
2020-12-07 13:59:50,Utilities Shopping News,N,2,3,1,57
2020-12-07 14:14:21,Message NMU Portal Email Writing,G,3,5,2.5,40
2020-12-07 14:28:52,Search Shopping Social Utilities,N,2,4,1.333333333,58
2020-12-07 14:43:22,Utilities News Social,N,2,3,1,107
2020-12-07 14:57:53,Utilities Photos Music Social News,N,2,6,2,38
2020-12-07 15:12:23,Spreadsheet Utilities Browsers Email,G,3,5,2.5,77
2020-12-07 15:26:54,News Shopping  Browsers Social,N,2,6,2,145
2020-12-07 15:41:25,Utilities News Social,N,2,3,1,69
2020-12-07 15:55:55,Search Shopping Social Utilities,P,1,4,0.6666666667,23
2020-12-07 16:10:26,Intelligence Email File Writing,G,3,4,2,86
2020-12-07 16:24:56,Utilities Shopping News,N,2,3,1,41
2020-12-07 16:39:27,Utilities News Social,P,1,3,0.5,28
2020-12-07 16:53:58,Utilities Shopping News,N,2,3,1,64
2020-12-07 17:08:28,Message NMU Portal Email Writing,G,3,5,2.5,11
2020-12-07 17:22:59,Presentation Meeting Email Project Email Utilities,G,3,6,3,11
2020-12-07 17:37:29,Presentation Meeting Email Project Email Utilities,G,3,6,3,157
2020-12-07 17:52:00,Calendar Email Utilities Utliities,G,3,4,2,160
2020-12-07 18:06:31,Utilities News Social,N,2,3,1,96
2020-12-07 18:21:01,News Shopping  Browsers Social,N,2,6,2,115
2020-12-07 18:35:32,Utilities Shopping News,P,1,3,0.5,76
2020-12-07 18:50:02,Spreadsheet Utilities Browsers Email,G,3,5,2.5,97
2020-12-07 19:04:33,Utilities News Social,P,1,3,0.5,15
2020-12-07 19:19:04,Calendar Email Utilities Portal,G,3,4,2,2
2020-12-07 19:33:34,Calendar Email Utilities Utliities,G,3,4,2,95
2020-12-07 19:48:05,Utilities News Social,N,2,3,1,82
2020-12-07 20:02:35,Calendar Email Utilities Utliities,G,3,4,2,65
2020-12-07 20:17:06,Message NMU Portal Email Writing,G,3,5,2.5,40
2020-12-07 20:31:37,Message NMU Portal Email Writing,G,3,5,2.5,29
2020-12-07 20:46:07,Utilities News Social,N,2,3,1,85
2020-12-07 21:00:38,Search Shopping Social Utilities,N,2,4,1.333333333,89
2020-12-07 21:15:08,Utilities News Social,N,2,3,1,61
2020-12-07 21:29:39,Social News,P,1,3,0.5,16
2020-12-07 21:44:10,Utilities Shopping News,N,2,3,1,18
2020-12-07 21:58:40,Utilities News Social,N,2,3,1,190
2020-12-07 22:13:11,News Shopping  Browsers Social,P,1,6,1,38
2020-12-07 22:27:41,Intelligence Email File Writing,G,3,4,2,72
2020-12-07 22:42:12,Social News,P,1,3,0.5,34
2020-12-07 22:56:43,Utilities News Social,P,1,3,0.5,132
2020-12-07 23:11:13,Calendar Email Utilities Portal,G,3,4,2,207
2020-12-07 23:25:44,Search Shopping Social Utilities,P,1,4,0.6666666667,12
2020-12-07 23:40:14,Utilities News Social,P,1,3,0.5,154
2020-12-07 23:54:45,Calendar Email Utilities Utliities,G,3,4,2,2
2020-12-08 00:09:16,Social News,N,2,3,1,47
2020-12-08 00:23:46,Utilities News Social,N,2,3,1,198
2020-12-08 00:38:17,Utilities News Social,N,2,3,1,83
2020-12-08 00:52:47,Utilities Shopping News,P,1,3,0.5,189
2020-12-08 01:07:18,Utilities News Social,N,2,3,1,115
2020-12-08 01:21:49,Social News,N,2,3,1,91
2020-12-08 01:36:19,Social News,P,1,3,0.5,65
2020-12-08 01:50:50,Utilities News Social,N,2,3,1,44
2020-12-08 02:05:20,Utilities Photos Music Social News,N,2,6,2,20
2020-12-08 02:19:51,Utilities Shopping News,P,1,3,0.5,50
2020-12-08 02:34:22,Calendar Email Utilities Utliities,G,3,4,2,111
2020-12-08 02:48:52,Social News,P,1,3,0.5,127
2020-12-08 03:03:23,Message NMU Portal Email Writing,G,3,5,2.5,61
2020-12-08 03:17:53,Presentation Meeting Email Project Email Utilities,G,3,6,3,127
2020-12-08 03:32:24,Calendar Email Utilities Portal,G,3,4,2,3
2020-12-08 03:46:55,Utilities News Social,N,2,3,1,89
2020-12-08 04:01:25,Utilities Shopping News,N,2,3,1,128
2020-12-08 04:15:56,Utilities News Social,P,1,3,0.5,31
2020-12-08 04:30:26,Utilities Shopping News,N,2,3,1,64
2020-12-08 04:44:57,Social News,N,2,3,1,114
2020-12-08 04:59:28,Intelligence Email File Writing,G,3,4,2,68
2020-12-08 05:13:58,Calendar Email Utilities Portal,G,3,4,2,130
2020-12-08 05:28:29,Presentation Meeting Email Project Email Utilities,G,3,6,3,60
2020-12-08 05:42:59,Intelligence Email File Writing,G,3,4,2,0
2020-12-08 05:57:30,Social News,N,2,3,1,50
2020-12-08 06:12:01,Utilities News Social,P,1,3,0.5,108
2020-12-08 06:26:31,Utilities News Social,N,2,3,1,117
2020-12-08 06:41:02,Presentation Meeting Email Project Email Utilities,G,3,6,3,1
2020-12-08 06:55:32,Presentation Meeting Email Project Email Utilities,G,3,6,3,85
2020-12-08 07:10:03,Utilities News Social,N,2,3,1,85
2020-12-08 07:24:34,Social News,N,2,3,1,123
2020-12-08 07:39:04,Message NMU Portal Email Writing,G,3,5,2.5,75
